epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.13035039603710175,0.0010000000474974513,6.048124313354492,0.27702704071998596,5.036367893218994
1,0.1531105488538742,0.0010000000474974513,3.3008031845092773,0.40128543972969055,2.9299681186676025
2,0.17675288021564484,0.0010000000474974513,2.642148971557617,0.13085035979747772,5.080901622772217
3,0.18910335004329681,0.0010000000474974513,2.5993666648864746,0.15639419853687286,4.626289367675781
4,0.19806626439094543,0.0010000000474974513,2.627619504928589,0.2692814767360687,5.703125476837158
